rank,district,loss_year,lat,lon,area_km2,in_protected,risk_tier,projected_loss_pct
8719,Narsingdi,2018,24.23992,90.73321,0.284,False,Low,-4.09
8720,Tangail,2018,24.39353,89.93416,0.284,False,High,8.96
8721,Tangail,2018,24.38859,89.96246,0.284,False,High,8.96
8722,Tangail,2018,24.38904,89.98941,0.284,False,High,8.96
8723,Kishoreganj,2018,24.26597,90.70402,0.284,False,High,12.02
8724,Kishoreganj,2018,24.25114,90.819,0.284,False,High,12.02
8725,Sirajganj,2018,24.46809,89.64356,0.284,False,High,48.62
8726,Tangail,2018,24.40341,89.95258,0.284,False,High,8.96
8727,Kishoreganj,2018,24.27225,90.8446,0.284,False,High,12.02
8728,Kishoreganj,2018,24.3028,90.65686,0.284,False,High,12.02
8729,Kishoreganj,2018,24.27675,90.83203,0.284,False,High,12.02
8730,Mymensingh,2018,24.36119,90.38512,0.284,False,Low,-5.83
8731,Sirajganj,2018,24.52064,89.60313,0.284,False,High,48.62
8732,Mymensingh,2018,24.33379,90.60251,0.284,False,Low,-5.83
8733,Kishoreganj,2018,24.30459,90.83472,0.284,False,High,12.02
8734,Kishoreganj,2018,24.34232,90.67707,0.284,False,High,12.02
8735,Kishoreganj,2018,24.35355,90.6573,0.284,False,High,12.02
8736,Tangail,2018,24.4856,89.96785,0.284,False,High,8.96
8737,Mymensingh,2018,24.41419,90.39814,0.284,False,Low,-5.83
8738,Sirajganj,2018,24.56555,89.63727,0.284,False,High,48.62
8739,Tangail,2018,24.50402,89.95662,0.284,False,High,8.96
8740,Habiganj,2018,24.32391,91.39078,0.283,False,Low,-1.01
8741,Mymensingh,2018,24.49549,90.27462,0.283,False,Low,-5.83
8742,Kishoreganj,2018,24.41554,90.83023,0.283,False,High,12.02
8743,Maulvibazar,2018,24.31223,91.88395,0.283,False,Medium,1.33
8744,Bogra,2018,24.69222,89.41673,0.283,False,High,39.64
8745,Tangail,2018,24.60104,89.87308,0.283,False,High,8.96
8746,Maulvibazar,2018,24.34142,91.64904,0.283,False,Medium,1.33
8747,Kishoreganj,2018,24.46,90.80283,0.283,False,High,12.02
8748,Tangail,2018,24.63203,89.84882,0.283,False,High,8.96
8749,Mymensingh,2018,24.49234,90.65551,0.283,False,Low,-5.83
8750,Kishoreganj,2018,24.47033,90.81181,0.283,False,High,12.02
8751,Kishoreganj,2018,24.46854,90.9003,0.283,False,High,12.02
8752,Tangail,2018,24.61631,90.00648,0.283,False,High,8.96
8753,Tangail,2018,24.64101,89.89014,0.283,False,High,8.96
8754,Bogra,2018,24.71512,89.61122,0.283,False,High,39.64
8755,Mymensingh,2018,24.53816,90.6061,0.283,False,Low,-5.83
8756,Mymensingh,2018,24.5705,90.64832,0.283,False,Low,-5.83
8757,Bogra,2018,24.80361,89.4347,0.283,False,High,39.64
8758,Bogra,2018,24.78834,89.50566,0.283,False,High,39.64
8759,Jamalpur,2018,24.72545,89.80031,0.283,False,High,16.99
8760,Bogra,2018,24.79283,89.50027,0.283,False,High,39.64
8761,Jamalpur,2018,24.73983,89.79896,0.283,False,High,16.99
8762,Mymensingh,2018,24.63113,90.38197,0.283,False,Low,-5.83
8763,Sirajganj,2018,24.76273,89.74372,0.283,False,High,48.62
8764,Jamalpur,2018,24.74297,89.83669,0.283,False,High,16.99
8765,Mymensingh,2018,24.61451,90.57466,0.283,False,Low,-5.83
8766,Mymensingh,2018,24.6217,90.62182,0.283,False,Low,-5.83
8767,Maulvibazar,2018,24.47842,91.90372,0.283,False,Medium,1.33
8768,Tangail,2018,24.74791,90.00737,0.283,False,High,8.96
8769,Mymensingh,2018,24.756,90.14616,0.283,False,Low,-5.83
8770,Jamalpur,2018,24.83011,89.80885,0.283,False,High,16.99
8771,Mymensingh,2018,24.75959,90.25441,0.283,False,Low,-5.83
8772,Bogra,2018,24.90691,89.54744,0.283,False,High,39.64
8773,Jamalpur,2018,24.87457,89.71767,0.283,False,High,16.99
8774,Mymensingh,2018,24.76453,90.29978,0.283,False,Low,-5.83
8775,Jamalpur,2018,24.84403,89.87308,0.283,False,High,16.99
8776,Jamalpur,2018,24.84268,89.89464,0.283,False,High,16.99
8777,Jamalpur,2018,24.89119,89.74462,0.283,False,High,16.99
8778,Jamalpur,2018,24.88805,89.8322,0.283,False,High,16.99
8779,Mymensingh,2018,24.81888,90.21129,0.283,False,Low,-5.83
8780,Jamalpur,2018,24.88535,89.87397,0.283,False,High,16.99
8781,Mymensingh,2018,24.80271,90.35457,0.283,False,Low,-5.83
8782,Mymensingh,2018,24.75375,90.67437,0.283,False,Low,-5.83
8783,Jamalpur,2018,24.90691,89.81513,0.283,False,High,16.99
8784,Mymensingh,2018,24.8081,90.36805,0.283,False,Low,-5.83
8785,Jamalpur,2018,24.88535,90.0213,0.283,False,High,16.99
8786,Mymensingh,2018,24.84538,90.23779,0.283,False,Low,-5.83
8787,Jamalpur,2018,24.87278,90.09092,0.283,False,High,16.99
8788,Mymensingh,2018,24.81798,90.41925,0.283,False,Low,-5.83
8789,Mymensingh,2018,24.83415,90.37973,0.283,False,Low,-5.83
8790,Jamalpur,2018,24.89344,90.05274,0.283,False,High,16.99
8791,Jamalpur,2018,24.89658,90.1273,0.283,False,High,16.99
8792,Jamalpur,2018,24.90467,90.10484,0.283,False,High,16.99
8793,Netrakona,2018,24.79687,90.78936,0.283,False,High,50.49
8794,Bogra,2018,25.08074,89.29681,0.283,False,High,39.64
8795,Netrakona,2018,24.80945,90.80328,0.283,False,High,50.49
8796,Bogra,2018,25.08972,89.35026,0.283,False,High,39.64
8797,Sylhet,2018,24.72051,91.95043,0.282,False,High,13.59
8798,Mymensingh,2018,24.93252,90.27642,0.282,False,Low,-5.83
8799,Netrakona,2018,24.8629,90.75792,0.282,False,High,50.49
8800,Netrakona,2018,24.86694,90.87245,0.282,False,High,50.49
8801,Netrakona,2018,24.83415,91.15003,0.282,False,High,50.49
8802,Jamalpur,2018,25.0457,89.83445,0.282,False,High,16.99
8803,Netrakona,2018,24.93836,90.5823,0.282,False,High,50.49
8804,Netrakona,2018,24.915,90.94297,0.282,False,High,50.49
8805,Gaibandha,2018,25.26938,89.27884,0.282,False,High,42.66
8806,Jamalpur,2018,25.17686,89.81918,0.282,False,High,16.99
8807,Sunamganj,2018,24.93072,91.5646,0.282,False,High,31.03
8808,Jamalpur,2018,25.19033,89.81963,0.282,False,High,16.99
8809,Jamalpur,2018,25.19168,89.86769,0.282,False,High,16.99
8810,Mymensingh,2018,25.11353,90.28855,0.282,False,Low,-5.83
8811,Sunamganj,2018,24.9689,91.63737,0.282,False,High,31.03
8812,Sherpur,2018,25.23884,89.94674,0.282,False,High,31.78
8813,Jamalpur,2018,25.27522,89.84119,0.282,False,High,16.99
8814,Jamalpur,2018,25.29409,89.82052,0.282,False,High,16.99
8815,Jamalpur,2018,25.33586,89.74327,0.282,False,High,16.99
8816,Sunamganj,2018,25.10095,91.31307,0.282,False,High,31.03
8817,Sunamganj,2018,25.14362,91.30499,0.282,False,High,31.03
8818,Jamalpur,2018,25.36955,89.81424,0.282,False,High,16.99
8819,Rangpur,2018,25.48588,89.33768,0.282,False,High,75.35
8820,Dinajpur,2018,25.66958,88.86517,0.281,False,High,39.31
8821,Rangpur,2018,25.63949,89.08435,0.281,False,High,75.35
8822,Rangpur,2018,25.65027,89.07627,0.281,False,High,75.35
8823,Rangpur,2018,25.60041,89.3561,0.281,False,High,75.35
8824,Gaibandha,2018,25.56403,89.63143,0.281,False,High,42.66
8825,Dinajpur,2018,25.82275,88.79285,0.281,False,High,39.31
8826,Thakurgaon,2018,25.96064,88.29698,0.281,False,High,14.28
8827,Rangpur,2018,25.76795,89.06055,0.281,False,High,75.35
8828,Kurigram,2018,25.64129,89.65478,0.281,False,High,35.15
8829,Kurigram,2018,25.64488,89.834,0.281,False,High,35.15
8830,Thakurgaon,2018,26.00061,88.33022,0.281,False,High,14.28
8831,Thakurgaon,2018,26.00331,88.32303,0.281,False,High,14.28
8832,Rangpur,2018,25.81556,89.07762,0.281,False,High,75.35
8833,Dinajpur,2018,25.91348,88.71515,0.281,False,High,39.31
8834,Thakurgaon,2018,25.99477,88.51123,0.281,False,High,14.28
8835,Thakurgaon,2018,26.04508,88.34998,0.281,False,High,14.28
8836,Dinajpur,2018,25.99208,88.56872,0.281,False,High,39.31
8837,Thakurgaon,2018,26.06619,88.29968,0.281,False,High,14.28
8838,Rangpur,2018,25.83937,89.22898,0.281,False,High,75.35
8839,Dinajpur,2018,26.01184,88.5548,0.281,False,High,39.31
8840,Thakurgaon,2018,26.06888,88.41376,0.281,False,High,14.28
8841,Thakurgaon,2018,26.09224,88.35447,0.281,False,High,14.28
8842,Thakurgaon,2018,26.03565,88.5777,0.281,False,High,14.28
8843,Thakurgaon,2018,26.09044,88.39086,0.281,False,High,14.28
8844,Nilphamari,2018,25.99163,88.79869,0.281,False,High,14.39
8845,Nilphamari,2018,25.95345,88.99048,0.281,False,High,14.39
8846,Thakurgaon,2018,26.08326,88.52515,0.281,False,High,14.28
8847,Thakurgaon,2018,26.11021,88.43308,0.281,False,High,14.28
8848,Kurigram,2018,25.83353,89.64356,0.281,False,High,35.15
8849,Thakurgaon,2018,26.09134,88.53548,0.281,False,High,14.28
8850,Nilphamari,2018,26.01993,88.8216,0.281,False,High,14.39
8851,Nilphamari,2018,26.03924,88.77848,0.281,False,High,14.39
8852,Thakurgaon,2018,26.13446,88.42499,0.281,False,High,14.28
8853,Kurigram,2018,25.83712,89.72126,0.281,False,High,35.15
8854,Thakurgaon,2018,26.10392,88.56782,0.281,False,High,14.28
8855,Nilphamari,2018,26.05361,88.78207,0.281,False,High,14.39
8856,Nilphamari,2018,26.04643,88.81037,0.281,False,High,14.39
8857,Thakurgaon,2018,26.1156,88.5512,0.281,False,High,14.28
8858,Thakurgaon,2018,26.15153,88.42005,0.281,False,High,14.28
8859,Thakurgaon,2018,26.12593,88.51752,0.281,False,High,14.28
8860,Nilphamari,2018,26.04643,88.83058,0.281,False,High,14.39
8861,Thakurgaon,2018,26.12368,88.54537,0.281,False,High,14.28
8862,Nilphamari,2018,26.059,88.83103,0.281,False,High,14.39
8863,Thakurgaon,2018,26.18432,88.35537,0.281,False,High,14.28
8864,Panchagarh,2018,26.19375,88.34369,0.281,False,High,16.31
8865,Thakurgaon,2018,26.17129,88.45329,0.281,False,High,14.28
8866,Thakurgaon,2018,26.18971,88.4187,0.28,False,High,14.28
8867,Thakurgaon,2018,26.15243,88.56872,0.28,False,High,14.28
8868,Thakurgaon,2018,26.20049,88.39535,0.28,False,High,14.28
8869,Thakurgaon,2018,26.18701,88.46047,0.28,False,High,14.28
8870,Panchagarh,2018,26.20498,88.39265,0.28,False,High,16.31
8871,Panchagarh,2018,26.21396,88.46362,0.28,False,High,16.31
8872,Panchagarh,2018,26.23462,88.38367,0.28,False,High,16.31
8873,Nilphamari,2018,26.12817,88.86966,0.28,False,High,14.39
8874,Nilphamari,2018,26.16725,88.90963,0.28,False,High,14.39
8875,Panchagarh,2018,26.29167,88.42858,0.28,False,High,16.31
8876,Panchagarh,2018,26.23103,88.72997,0.28,False,High,16.31
8877,Panchagarh,2018,26.31278,88.43487,0.28,False,High,16.31
8878,Nilphamari,2018,26.19016,88.93344,0.28,False,High,14.39
8879,Nilphamari,2018,26.22025,88.92805,0.28,False,High,14.39
8880,Nilphamari,2018,26.23956,88.88897,0.28,False,High,14.39
8881,Panchagarh,2018,26.30155,88.64463,0.28,False,High,16.31
8882,Cox's Bazar,2017,21.2044,92.15513,3.477,False,Medium,1.81
8883,Maulvibazar,2017,24.36124,91.71228,2.55,False,Medium,1.33
8884,Naogaon,2017,24.8197,88.78119,2.381,False,High,22.41
8885,Naogaon,2017,24.84124,88.72909,2.324,False,High,22.41
8886,Maulvibazar,2017,24.39459,91.68908,2.266,False,Medium,1.33
8887,Tangail,2017,24.26733,89.83029,2.216,False,High,8.96
8888,Rajshahi,2017,24.44161,88.64172,2.104,False,Low,-20.24
8889,Naogaon,2017,24.93751,88.97027,2.095,False,High,22.41
8890,Jamalpur,2017,24.95232,89.74816,2.091,False,High,16.99
8891,Pabna,2017,24.33231,89.37291,1.989,False,High,13.38
8892,Thakurgaon,2017,26.15634,88.40638,1.964,False,High,14.28
8893,Dinajpur,2017,26.0328,88.61571,1.853,False,High,39.31
8894,Sirajganj,2017,24.30736,89.62899,1.818,False,High,48.62
8895,Shariatpur,2017,23.1607,90.41866,1.775,False,High,11.14
8896,Rajshahi,2017,24.45094,88.83343,1.705,False,Low,-20.24
8897,Sirajganj,2017,24.38739,89.382,1.704,False,High,48.62
8898,Thakurgaon,2017,26.14502,88.55525,1.683,False,High,14.28
8899,Nilphamari,2017,26.10871,89.06549,1.682,False,High,14.39
8900,Sirajganj,2017,24.74805,89.79597,1.529,False,High,48.62
8901,Cox's Bazar,2017,21.18618,92.15093,1.449,False,Medium,1.81
8902,Comilla,2017,23.41382,90.9992,1.428,False,High,10.87
8903,Jamalpur,2017,24.89047,89.75324,1.414,False,High,16.99
8904,Rangpur,2017,25.74037,89.34882,1.405,False,High,75.35
8905,Thakurgaon,2017,26.165,88.55085,1.402,False,High,14.28
8906,Lalmonirhat,2017,25.95598,89.23649,1.347,False,High,33.32
8907,Panchagarh,2017,26.30894,88.62685,1.344,False,High,16.31
8908,Cox's Bazar,2017,21.16416,92.1462,1.333,False,Medium,1.81
8909,Thakurgaon,2017,26.19033,88.39544,1.29,False,High,14.28
8910,Panchagarh,2017,26.229,88.73309,1.289,False,High,16.31
8911,Panchagarh,2017,26.43913,88.59327,1.287,False,High,16.31
8912,Gaibandha,2017,25.45223,89.40207,1.239,False,High,42.66
8913,Rangpur,2017,25.79676,89.08838,1.237,False,High,75.35
8914,Nawabganj,2017,24.6263,88.19151,1.194,False,High,38.19
8915,Naogaon,2017,24.74532,88.68837,1.191,False,High,22.41
8916,Naogaon,2017,24.75142,88.75328,1.191,False,High,22.41
8917,Bogra,2017,25.10679,89.33986,1.186,False,High,39.64
8918,Panchagarh,2017,26.31149,88.65062,1.176,False,High,16.31
8919,Comilla,2017,23.53328,91.04167,1.141,False,High,10.87
8920,Sirajganj,2017,24.30033,89.66366,1.137,False,High,48.62
8921,Sirajganj,2017,24.35782,89.42358,1.136,False,High,48.62
8922,Naogaon,2017,25.08748,88.94006,1.131,False,High,22.41
8923,Naogaon,2017,25.11521,88.91772,1.131,False,High,22.41
8924,Joypurhat,2017,25.17517,89.03147,1.13,False,High,30.07
8925,Thakurgaon,2017,25.96884,88.32135,1.124,False,High,14.28
8926,Thakurgaon,2017,26.01544,88.35066,1.124,False,High,14.28
8927,Panchagarh,2017,26.22923,88.70313,1.121,False,High,16.31
8928,Nilphamari,2017,26.2609,88.75692,1.12,False,High,14.39
8929,Nilphamari,2017,26.25944,88.77567,1.12,False,High,14.39
8930,Gaibandha,2017,25.35134,89.49153,1.071,False,High,42.66
8931,Thakurgaon,2017,26.02153,88.3158,1.068,False,High,14.28
8932,Nilphamari,2017,26.16113,88.91672,1.065,False,High,14.39
8933,Nilphamari,2017,26.15912,89.00597,1.065,False,High,14.39
8934,Naogaon,2017,25.09057,88.90764,1.018,False,High,22.41
8935,Rangpur,2017,25.44827,89.1659,1.014,False,High,75.35
8936,Gaibandha,2017,25.43093,89.37538,1.014,False,High,42.66
8937,Rangpur,2017,25.6096,89.05723,1.013,False,High,75.35
8938,Dinajpur,2017,26.04628,88.61681,1.011,False,High,39.31
8939,Thakurgaon,2017,26.16593,88.32585,1.01,False,High,14.28
8940,Thakurgaon,2017,26.11465,88.51787,1.01,False,High,14.28
8941,Thakurgaon,2017,26.15457,88.46035,1.01,False,High,14.28
8942,Panchagarh,2017,26.33012,88.63303,1.008,False,High,16.31
8943,Jhalokati,2017,22.60934,90.33161,0.977,False,High,15.14
8944,Chandpur,2017,23.45931,90.6632,0.971,False,High,15.78
8945,Natore,2017,24.23252,89.10792,0.968,False,High,9.57
8946,Natore,2017,24.30108,89.00329,0.967,False,High,9.57
8947,Rajshahi,2017,24.58405,88.87185,0.965,False,Low,-20.24
8948,Jamalpur,2017,24.87957,89.76673,0.961,False,High,16.99
8949,Gaibandha,2017,25.28724,89.49671,0.959,False,High,42.66
8950,Rangpur,2017,25.56665,89.30014,0.957,False,High,75.35
8951,Jessore,2017,23.27788,88.89658,0.918,False,High,7.75
8952,Comilla,2017,23.51537,90.97323,0.913,False,High,10.87
8953,Natore,2017,24.29536,88.9895,0.91,False,High,9.57
8954,Sirajganj,2017,24.29157,89.64288,0.909,False,High,48.62
8955,Rajshahi,2017,24.58563,88.78499,0.909,False,Low,-20.24
8956,Naogaon,2017,24.83112,88.96437,0.907,False,High,22.41
8957,Maulvibazar,2017,24.42716,91.69188,0.906,False,Medium,1.33
8958,Rangpur,2017,25.78572,88.99764,0.9,False,High,75.35
8959,Thakurgaon,2017,25.9797,88.33387,0.899,False,High,14.28
8960,Kurigram,2017,25.69462,89.58954,0.899,False,High,35.15
8961,Thakurgaon,2017,26.00426,88.31422,0.899,False,High,14.28
8962,Lalmonirhat,2017,25.82909,89.43599,0.898,False,High,33.32
8963,Thakurgaon,2017,26.15389,88.58287,0.898,False,High,14.28
8964,Kurigram,2017,25.95387,89.67039,0.897,False,High,35.15
8965,Panchagarh,2017,26.28709,88.46946,0.897,False,High,16.31
8966,Panchagarh,2017,26.29579,88.64407,0.896,False,High,16.31
8967,Panchagarh,2017,26.44416,88.54287,0.895,False,High,16.31
8968,Panchagarh,2017,26.5142,88.37177,0.895,False,High,16.31
8969,Comilla,2017,23.55899,91.0316,0.856,False,High,10.87
8970,Natore,2017,24.26612,88.94856,0.854,False,High,9.57
8971,Brahamanbaria,2017,23.97955,91.03984,0.853,False,High,11.9
8972,Sirajganj,2017,24.25369,89.63847,0.853,False,High,48.62
8973,Sirajganj,2017,24.28977,89.66452,0.852,False,High,48.62
8974,Naogaon,2017,24.90706,88.88822,0.85,False,High,22.41
8975,Jamalpur,2017,24.76693,89.78953,0.849,False,High,16.99
8976,Joypurhat,2017,25.21923,88.9821,0.847,False,High,30.07
8977,Gaibandha,2017,25.46836,89.42796,0.845,False,High,42.66
8978,Nilphamari,2017,25.80358,88.9249,0.843,False,High,14.39
8979,Rangpur,2017,25.74265,89.45162,0.843,False,High,75.35
8980,Thakurgaon,2017,26.03834,88.58699,0.842,False,High,14.28
8981,Kurigram,2017,25.85658,89.72186,0.842,False,High,35.15
8982,Panchagarh,2017,26.21471,88.35777,0.841,False,High,16.31
8983,Lalmonirhat,2017,25.96034,89.41643,0.841,False,High,33.32
8984,Panchagarh,2017,26.29766,88.38831,0.841,False,High,16.31
8985,Barguna,2017,21.97408,89.97895,0.809,False,High,63.87
8986,Pirojpur,2017,22.36484,89.98184,0.807,False,High,9.18
8987,Jhenaidah,2017,23.3177,89.17768,0.802,False,High,15.44
8988,Lakshmipur,2017,23.09585,90.81871,0.801,False,Low,-1.16
8989,Kushtia,2017,23.9069,89.037,0.799,False,High,18.8
8990,Rajshahi,2017,24.43081,88.86632,0.796,False,Low,-20.24
8991,Tangail,2017,24.25387,89.84901,0.796,False,High,8.96
8992,Rajshahi,2017,24.59635,88.8798,0.795,False,Low,-20.24
8993,Naogaon,2017,24.79575,88.74457,0.794,False,High,22.41
8994,Naogaon,2017,24.89986,89.00091,0.793,False,High,22.41
8995,Jamalpur,2017,24.95809,89.77137,0.791,False,High,16.99
8996,Rangpur,2017,25.55434,89.28644,0.788,False,High,75.35
8997,Rangpur,2017,25.78903,89.09651,0.787,False,High,75.35
8998,Kurigram,2017,25.70962,89.60855,0.787,False,High,35.15
8999,Rangpur,2017,25.78951,89.31307,0.787,False,High,75.35
9000,Kurigram,2017,25.73737,89.62492,0.786,False,High,35.15
9001,Thakurgaon,2017,26.09734,88.38203,0.786,False,High,14.28
9002,Lalmonirhat,2017,25.91928,89.5006,0.785,False,High,33.32
9003,Panchagarh,2017,26.24444,88.51694,0.785,False,High,16.31
9004,Panchagarh,2017,26.38737,88.63003,0.784,False,High,16.31
9005,Jhenaidah,2017,23.52524,89.04023,0.744,False,High,15.44
9006,Comilla,2017,23.42297,91.08045,0.742,False,High,10.87
9007,Comilla,2017,23.51124,90.98923,0.742,False,High,10.87
9008,Comilla,2017,23.52195,91.12035,0.742,False,High,10.87
9009,Kushtia,2017,24.03503,88.83431,0.741,False,High,18.8
9010,Rajshahi,2017,24.37,88.6315,0.74,False,Low,-20.24
9011,Rajshahi,2017,24.44791,88.70267,0.739,False,Low,-20.24
9012,Natore,2017,24.34443,89.15131,0.739,False,High,9.57
9013,Natore,2017,24.47313,88.92363,0.739,False,High,9.57
9014,Rajshahi,2017,24.50958,88.84191,0.739,False,Low,-20.24
9015,Naogaon,2017,24.78495,88.71632,0.737,False,High,22.41
9016,Dinajpur,2017,25.38043,89.12005,0.733,False,High,39.31
9017,Gaibandha,2017,25.31686,89.50114,0.733,False,High,42.66
9018,Dinajpur,2017,25.48806,89.04663,0.733,False,High,39.31
9019,Rangpur,2017,25.45713,89.37123,0.732,False,High,75.35
9020,Gaibandha,2017,25.47648,89.47903,0.732,False,High,42.66
9021,Rangpur,2017,25.51673,89.37002,0.732,False,High,75.35
9022,Thakurgaon,2017,26.00044,88.30033,0.731,False,High,14.28
9023,Rangpur,2017,25.80523,89.29712,0.73,False,High,75.35
9024,Dinajpur,2017,25.99768,88.55946,0.73,False,High,39.31
9025,Nilphamari,2017,26.02825,88.79389,0.73,False,High,14.39
9026,Lalmonirhat,2017,25.9341,89.37641,0.729,False,High,33.32
9027,Lalmonirhat,2017,25.95812,89.43376,0.729,False,High,33.32
9028,Kurigram,2017,25.93842,89.56091,0.729,False,High,35.15
9029,Nilphamari,2017,26.20412,88.8179,0.729,False,High,14.39
9030,Panchagarh,2017,26.32418,88.65033,0.728,False,High,16.31
9031,Cox's Bazar,2017,21.4338,91.98075,0.694,False,Medium,1.81
9032,Barisal,2017,22.92201,90.34581,0.688,False,High,9.66
9033,Narail,2017,23.15033,89.43178,0.688,False,Low,-8.78
9034,Madaripur,2017,23.14416,90.03103,0.687,False,High,3.68
9035,Shariatpur,2017,23.10542,90.44687,0.687,False,High,11.14
9036,Magura,2017,23.38128,89.25211,0.687,False,High,12.28
9037,Feni,2017,23.08801,91.45448,0.687,False,Low,-4.77
9038,Jhenaidah,2017,23.65096,89.01706,0.686,False,High,15.44
9039,Pabna,2017,24.10947,89.06178,0.684,False,High,13.38
9040,Natore,2017,24.21446,89.08443,0.683,False,High,9.57
9041,Rajshahi,2017,24.39656,88.72959,0.683,False,Low,-20.24
9042,Rajshahi,2017,24.41864,88.77676,0.682,False,Low,-20.24
9043,Natore,2017,24.41696,88.97794,0.682,False,High,9.57
9044,Rajshahi,2017,24.49837,88.70021,0.682,False,Low,-20.24
9045,Rajshahi,2017,24.52045,88.71855,0.682,False,Low,-20.24
9046,Natore,2017,24.5386,88.91319,0.682,False,High,9.57
9047,Naogaon,2017,24.7018,88.77825,0.681,False,High,22.41
9048,Naogaon,2017,24.77385,88.72492,0.681,False,High,22.41
9049,Naogaon,2017,24.82026,88.75093,0.68,False,High,22.41
9050,Kishoreganj,2017,24.49612,90.60539,0.68,False,High,12.02
9051,Bogra,2017,24.792,89.4417,0.68,False,High,39.64
9052,Habiganj,2017,24.47666,91.33303,0.68,False,Low,-1.01
9053,Naogaon,2017,24.99693,88.73895,0.679,False,High,22.41
9054,Mymensingh,2017,24.8023,90.52005,0.678,False,Low,-5.83
9055,Joypurhat,2017,25.22076,89.01275,0.678,False,High,30.07
9056,Gaibandha,2017,25.23293,89.48268,0.677,False,High,42.66
9057,Rangpur,2017,25.3527,89.31556,0.677,False,High,75.35
9058,Dinajpur,2017,25.73655,88.86883,0.675,False,High,39.31
9059,Dinajpur,2017,25.77884,88.84712,0.675,False,High,39.31
9060,Dinajpur,2017,25.88102,88.53496,0.675,False,High,39.31
9061,Kurigram,2017,25.71353,89.63614,0.674,False,High,35.15
9062,Kurigram,2017,25.72513,89.6354,0.674,False,High,35.15
9063,Dinajpur,2017,25.95588,88.75056,0.674,False,High,39.31
9064,Rangpur,2017,25.83592,89.28636,0.674,False,High,75.35
9065,Thakurgaon,2017,26.19132,88.28979,0.673,False,High,14.28
9066,Nilphamari,2017,26.08651,88.76347,0.673,False,High,14.39
9067,Kurigram,2017,25.92276,89.57158,0.673,False,High,35.15
9068,Lalmonirhat,2017,25.96955,89.4009,0.673,False,High,33.32
9069,Panchagarh,2017,26.27797,88.51512,0.673,False,High,16.31
9070,Nilphamari,2017,26.17971,89.00957,0.672,False,High,14.39
9071,Nilphamari,2017,26.22669,88.87538,0.672,False,High,14.39
9072,Cox's Bazar,2017,21.52251,91.93634,0.636,False,Medium,1.81
9073,Jessore,2017,23.03066,89.29999,0.631,False,High,7.75
9074,Barisal,2017,22.87162,90.21096,0.631,False,High,9.66
9075,Jhenaidah,2017,23.32384,88.87105,0.631,False,High,15.44
9076,Magura,2017,23.3955,89.25773,0.63,False,High,12.28
9077,Jhenaidah,2017,23.47349,89.2516,0.629,False,High,15.44
9078,Jhenaidah,2017,23.74788,89.08603,0.628,False,High,15.44
9079,Meherpur,2017,23.88671,88.87227,0.628,False,Low,-27.64
9080,Comilla,2017,23.60477,91.00597,0.627,False,High,10.87
9081,Pabna,2017,24.15743,89.09644,0.626,False,High,13.38
9082,Natore,2017,24.23787,88.92066,0.626,False,High,9.57
9083,Brahamanbaria,2017,23.82996,91.13419,0.626,False,High,11.9
9084,Rajshahi,2017,24.42509,88.49824,0.626,False,Low,-20.24
9085,Natore,2017,24.34485,88.87247,0.626,False,High,9.57
9086,Rajshahi,2017,24.41631,88.71547,0.626,False,Low,-20.24
9087,Natore,2017,24.40631,88.98048,0.625,False,High,9.57
9088,Sirajganj,2017,24.26401,89.64278,0.625,False,High,48.62
9089,Sirajganj,2017,24.28054,89.66054,0.625,False,High,48.62
9090,Rajshahi,2017,24.50002,88.8049,0.625,False,Low,-20.24
9091,Sirajganj,2017,24.36609,89.41677,0.625,False,High,48.62
9092,Sirajganj,2017,24.3277,89.60726,0.625,False,High,48.62
9093,Rajshahi,2017,24.50553,88.89371,0.625,False,Low,-20.24
9094,Sirajganj,2017,24.33546,89.62032,0.625,False,High,48.62
9095,Tangail,2017,24.27115,90.15849,0.625,False,High,8.96
9096,Bogra,2017,24.93733,89.26406,0.622,False,High,39.64
9097,Jamalpur,2017,24.91263,89.7663,0.622,False,High,16.99
9098,Joypurhat,2017,25.10169,88.95884,0.622,False,High,30.07
9099,Joypurhat,2017,25.15211,89.01131,0.622,False,High,30.07
9100,Joypurhat,2017,25.17702,88.95373,0.622,False,High,30.07
9101,Sherpur,2017,25.0337,89.92983,0.621,False,High,31.78
9102,Jamalpur,2017,25.07984,89.76569,0.621,False,High,16.99
9103,Dinajpur,2017,25.28972,89.23098,0.621,False,High,39.31
9104,Dinajpur,2017,25.48878,88.95046,0.62,False,High,39.31
9105,Gaibandha,2017,25.36179,89.59317,0.62,False,High,42.66
9106,Gaibandha,2017,25.42038,89.38186,0.62,False,High,42.66
9107,Dinajpur,2017,25.74092,88.57113,0.619,False,High,39.31
9108,Gaibandha,2017,25.50736,89.58051,0.619,False,High,42.66
9109,Rangpur,2017,25.60168,89.16177,0.619,False,High,75.35
9110,Dinajpur,2017,25.75766,88.69077,0.619,False,High,39.31
9111,Dinajpur,2017,25.74704,88.75692,0.619,False,High,39.31
9112,Thakurgaon,2017,25.92426,88.25917,0.619,False,High,14.28
9113,Rangpur,2017,25.74663,89.05561,0.619,False,High,75.35
9114,Thakurgaon,2017,25.95508,88.29469,0.618,False,High,14.28
9115,Nilphamari,2017,25.9953,88.81266,0.618,False,High,14.39
9116,Lalmonirhat,2017,25.85647,89.44903,0.618,False,High,33.32
